round,x_1,x_2,x_3,x_4,balance_error_kw,cost
2150,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2160,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2170,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2180,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2190,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2200,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2210,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2220,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2230,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2240,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2250,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2260,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2270,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2280,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2290,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2300,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2310,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2320,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2330,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2340,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2350,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2360,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2370,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2380,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2390,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2400,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2410,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2420,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2430,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2440,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2450,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2460,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2470,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2480,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2490,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2500,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2510,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
2520,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
